0,21
1,20
2,5
3,11
4,21
5,18
6,4
7,1
8,4
9,3
10,20
11,24
12,20
13,17
14,5
15,2
16,5
17,4
18,21
19,25
20,23
21,16
22,6
23,9
24,14
25,9
26,22
27,24
28,20
29,17
30,5
31,8
